director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language
Christine Jeffs,Comedy Drama,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,sunshine cleaning,English
John Erick Dowdle,Action Thriller,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,no escape,English
Don Coscarelli,Action Adventure Fantasy,Vanna Bonta,John Amos,Rip Torn,the beastmaster,English
King Vidor,Drama History Romance War,Gina Lollobrigida,George Sanders,Finlay Currie,solomon and sheba,English
Michael Tiddes,Comedy,Fred Willard,Mike Epps,Russell Peters,fifty shades of black,English
Bill Duke,Drama Romance,Eddie Cibrian,Jenifer Lewis,Wood Harris,not easily broken,English
Frank Borzage,Drama Romance War,Gary Cooper,Helen Hayes,Adolphe Menjou,a farewell to arms,English
Bille Woodruff,Comedy Romance,Donald Faison,Brandy Norwood,Lauren London,the perfect match,English
Mamoru Hosoda,Action Adventure Animation Family Sci-Fi,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,digimon: the movie,English
Brian Dannelly,Comedy Drama,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,saved!,English
Denys Arcand,Comedy Crime Drama Mystery Romance,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,the barbarian invasions,French
Richard Lester,Adventure Drama Romance,Robert Shaw,Denholm Elliott,Nicol Williamson,robin and marian,English
J.S. Cardone,Horror Thriller,Brendan Fehr,Kerr Smith,Izabella Miko,the forsaken,English
Guy Hamilton,Action Drama War,Harrison Ford,Carl Weathers,Franco Nero,force 10 from navarone,English
Jay Levey,Comedy Drama,Fran Drescher,Gedde Watanabe,Michael Richards,uhf,English
Nicholaus Goossen,Comedy,Linda Cardellini,Joel David Moore,Shirley Jones,grandma's boy,English
Tamara Jenkins,Comedy Drama,Natasha Lyonne,Kevin Corrigan,Jessica Walter,slums of beverly hills,English
Sergio Leone,Western,Claudia Cardinale,Woody Strode,Jack Elam,once upon a time in the west,English
Jon Favreau,Comedy Crime Drama Thriller,Jon Favreau,Faizon Love,Jonathan Silverman,made,English
Duncan Jones,Drama Mystery Sci-Fi,Kevin Spacey,Matt Berry,Benedict Wong,moon,English
Scott Marshall,Comedy,Miranda Cosgrove,Jami Gertz,Carter Jenkins,keeping up with the steins,English
Ronan Chapalain,Documentary,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,sea rex 3d: journey to a prehistoric world,English
Atom Egoyan,Drama,Bruce Greenwood,Sarah Polley,Simon Baker,the sweet hereafter,English
Xavier Beauvois,Drama,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,of gods and men,French
Randall Miller,Comedy Drama,Alan Rickman,Freddy Rodríguez,Greg Collins,bottle shock,English
Jerry Belson,Comedy Music Sci-Fi,Cassandra Peterson,Tim Thomerson,Bess Armstrong,jekyll and hyde... together again,English
Peter Jackson,Biography Crime Drama Romance Thriller,Kate Winslet,Jed Brophy,Liz Mullane,heavenly creatures,English
Michael Polish,Drama,Hayden Christensen,Bobby Batson,Cynthia Barrett,90 minutes in heaven,English
Dan Rush,Comedy Drama,Will Ferrell,Scott Takeda,Stephen Root,everything must go,English
Jake Kasdan,Comedy Crime Drama Mystery Thriller,Kim Dickens,Ryan O'Neal,Angela Featherstone,zero effect,English
Brad Anderson,Drama Thriller,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,the machinist,English
Paul Schrader,Crime Drama,Dana Delany,Jane Adams,David Clennon,light sleeper,English
Michael Cuesta,Biography Crime Drama Mystery Thriller,Jeremy Renner,Paz Vega,Robert Pralgo,kill the messenger,English
John Cameron Mitchell,Drama,Dianne Wiest,Jon Tenney,Tammy Blanchard,rabbit hole,English
Fenton Bailey,Biography Crime Drama Thriller,Macaulay Culkin,Mia Kirshner,Marilyn Manson,party monster,English
Jeremy Saulnier,Crime Horror Music Thriller,Alia Shawkat,Mark Webber,Joe Cole,green room,English
Billy Kent,Comedy Drama Romance,Liza Minnelli,Tim Russ,Winter Ave Zoli,the oh in ohio,English
James Manera,Drama Mystery Sci-Fi,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,atlas shrugged: who is john galt?,English
Wes Anderson,Comedy Crime Drama,Andrew Wilson,Darryl Cox,Lumi Cavazos,bottle rocket,English
Kevin Spacey,Crime Drama Thriller,Viggo Mortensen,Joe Mantegna,Faye Dunaway,albino alligator,English
Feroz Abbas Khan,Biography Drama History,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,"gandhi, my father",Hindi
Errol Morris,Crime Documentary War,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,standard operating procedure,English
Dennis Hopper,Drama,Raymond Burr,Don Gordon,Jim Byrnes,out of the blue,English
Eli Craig,Comedy Horror,Katrina Bowden,Tyler Labine,Chelan Simmons,tucker and dale vs evil,English
Nicholas Fackler,Drama Romance,Adam Scott,Ellen Burstyn,Martin Landau,"lovely, still",English
Richard Wallace,Adventure Drama Romance,Judith Anderson,Paul Fix,Laraine Day,tycoon,English
Morgan J. Freeman,Drama,Ethan Suplee,John Heard,Sara Gilbert,desert blue,English
Matthew Hastings,Comedy Horror Sci-Fi,Meghan Ory,Marc Trottier,Corey Sevier,decoys,English
M. Night Shyamalan,Horror Thriller,Ocean James,Patch Darragh,Olivia DeJonge,the visit,English
Brian De Palma,Crime Thriller War,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,redacted,English
Klaus Menzel,Mystery Romance Thriller,Adam Garcia,Jacqueline Bisset,Alice Evans,fascination,English
unknown,Drama Fantasy,Holly Hunter,Dylan Minnette,Bokeem Woodbine,saving grace            ,English
Oren Peli,Horror Sci-Fi Thriller,Glenn Campbell,Sandra Staggs,Jelena Nik,area 51,English
Jaume Balagueró,Drama Horror Thriller,Luis Tosar,Tony Corvillo,Marta Etura,sleep tight,Spanish
Paul Andrew Williams,Comedy Crime Horror Thriller,Dave Legeno,Doug Bradley,Georgia Groome,the cottage,English
Stephen Herek,Comedy Drama Fantasy,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,dead like me: life after death,English
Bob Saget,Animation Comedy,Alyson Hannigan,John Stamos,Jim Belushi,farce of the penguins,English
Jim Amatulli,Drama Family Music,Heather Locklear,Patricia Neal,Katie Leclerc,flying by,English
unknown,Comedy Crime Mystery,Corbin Bernsen,Dulé Hill,Timothy Omundson,psych            ,English
William H. Macy,Comedy Drama Music,Billy Crudup,Felicity Huffman,David Adam Flannery,rudderless,English
Barrett Esposito,Animation Family,Chazz Palminteri,Cyndi Lauper,Danny Aiello,henry & me,English
Mitch Davis,Comedy,Gary Cole,Jon Heder,Cheryl Hines,christmas eve,English
Eric Bross,Crime Drama Thriller,Teri Polo,Esai Morales,Nicholas Gonzalez,we have your husband,English
Paul Schrader,Drama Thriller,Nicolas Cage,Irène Jacob,Tomiwa Edun,dying of the light,English
Vicky Jewson,Action Drama Thriller War,James Frain,Sofia Black-D'Elia,Lisa Kay,born of war,English
Peter Hyams,Action Sci-Fi Thriller,David Huddleston,Sam Waterston,Hal Holbrook,capricorn one,English
Marc Bennett,Comedy Drama,Michael Rapaport,Natasha Henstridge,Costas Mandylor,should've been romeo,English
Mike Mayhall,Family,David Raizor,Cody Howard,Martin Kove,running forever,English
Kevin Smith,Comedy Fantasy Horror Thriller,Johnny Depp,Haley Joel Osment,Natasha Lyonne,yoga hosers,English
Stanton Barrett,Action Horror,Mikal Vega,Michael Dudikoff,Ed Quinn,navy seals vs. zombies,English
Jirí Menzel,Comedy Drama Romance War,Julia Jentsch,Ivan Barnev,Milan Lasica,i served the king of england,Czech
Fatih Akin,Comedy Drama,Udo Kier,Moritz Bleibtreu,Birol Ünel,soul kitchen,German
Billy Bob Thornton,Drama,Robert Duvall,Dwight Yoakam,J.T. Walsh,sling blade,English
Nick Murphy,Horror Thriller,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,the awakening,English
Eli Roth,Horror,Jay Hernandez,Takashi Miike,Rick Hoffman,hostel,English
Michael Winterbottom,Comedy Drama,Steve Coogan,Shirley Henderson,Dylan Moran,tristram shandy: a cock and bull story,English
Jeff Nichols,Drama Thriller,Katy Mixon,Shea Whigham,Robert Longstreet,take shelter,English
Frank LaLoggia,Fantasy Horror Mystery Thriller,Alex Rocco,Lukas Haas,Katherine Helmond,lady in white,English
Jeremy Brock,Comedy Drama,Rupert Grint,Julie Walters,Tamsin Egerton,driving lessons,English
Scott Foley,Comedy Crime,Donald Faison,Greg Grunberg,Dagmara Dominczyk,let's kill ward's wife,English
Tobe Hooper,Comedy Horror,Bill Johnson,Lou Perryman,Jim Siedow,the texas chainsaw massacre 2,English
Sam Peckinpah,Biography Drama Romance Western,James Coburn,Bob Dylan,Jason Robards,pat garrett & billy the kid,English
Nicolas Winding Refn,Crime Drama,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,only god forgives,English
Christophe Ali,Drama,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,camping sauvage,French
Gabriela Tagliavini,Comedy,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,without men,English
Shekar,Comedy Romance,Bhama,Diganth,Dileep Raj,barfi,Kannada
Shona Auerbach,Drama Romance,Gerard Butler,Sharon Small,Jack McElhone,dear frankie,English
Leonard Farlinger,Western,Keith Carradine,Gary Farmer,Stephen McHattie,all hat,English
Michel Leclerc,Comedy Drama Romance,Sara Forestier,Jacques Gamblin,Zinedine Soualem,the names of love,French
Analeine Cal y Mayor,Comedy Drama,Zoë Kravitz,Douglas Smith,Kim Ly,treading water,English
Tom Kalin,Drama,Eddie Redmayne,Elena Anaya,Stephen Dillane,savage grace,English
Robert Sarkies,Crime Drama,William Kircher,Matthew Sunderland,Paul Glover,out of the blue,English
Hugh Wilson,Comedy,Steve Guttenberg,Bubba Smith,Michael Winslow,police academy,English
Randal Kleiser,Adventure Drama Romance,Brooke Shields,Christopher Atkins,Leo McKern,the blue lagoon,English
Mike Newell,Comedy Drama Romance,Kristin Scott Thomas,James Fleet,Simon Callow,four weddings and a funeral,English
Amy Heckerling,Comedy Drama,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,fast times at ridgemont high,English
John Huston,Adventure Drama,Royal Dano,Richard Basehart,James Robertson Justice,moby dick,English
Spike Lee,Drama,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,25th hour,English
unknown,Crime Drama,Dan Fogler,Indiana Evans,KaDee Strickland,secrets and lies            ,English
Lana Wachowski,Crime Drama Romance Thriller,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,bound,English
Darren Aronofsky,Drama,Ellen Burstyn,Mark Margolis,Louise Lasser,requiem for a dream,English
Walter Lang,Musical Romance,Dana Andrews,Jeanne Crain,Frank McHugh,state fair,English
Carlos Saura,Drama Musical,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,tango,Spanish
Oliver Stone,Drama History Thriller War,Jim Belushi,John Savage,Juan Fernández,salvador,English
Andrew Erwin,Comedy,Alex Kendrick,Sarah Drew,Patricia Heaton,moms' night out,English
Richard Kelly,Drama Sci-Fi Thriller,Jake Gyllenhaal,Mary McDonnell,James Duval,donnie darko,English
Beto Gómez,Adventure Comedy Western,Jaime Camil,Gerardo Taracena,Joaquín Cosio,saving private perez,Spanish
Mike van Diem,Crime Drama Mystery,Jan Decleir,Fedja van Huêt,Hans Kesting,character,Dutch
Jonas Åkerlund,Comedy Crime Drama,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,spun,English
Todd Solondz,Comedy Drama,Rich Pecci,Shirley Henderson,Charlotte Rampling,life during wartime,English
Chan-wook Park,Crime Drama,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,lady vengeance,Korean
René Féret,Biography Drama Music Romance,Nicolas Giraud,Clovis Fouin,Marie Féret,mozart's sister,French
Barry Skolnick,Comedy Drama Sport,Jason Statham,Jason Flemyng,Danny Dyer,mean machine,English
Johnnie To,Action Crime Thriller,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,exiled,Cantonese
Mateo Gil,Action Adventure Western,Sam Shepard,Dominique McElligott,Stephen Rea,blackthorn,English
Lukas Moodysson,Crime Drama,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,lilya 4-ever,Russian
Agnieszka Wojtowicz-Vosloo,Drama Horror Mystery Thriller,Liam Neeson,Josh Charles,Chandler Canterbury,after.life,English
Kabir Sadanand,Drama Thriller,Jimmy Shergill,Sana Saeed,Dimple Kapadia,fugly,Hindi
Milos Forman,Drama,Scatman Crothers,Michael Berryman,Louise Fletcher,one flew over the cuckoo's nest,English
Peter DeLuise,Comedy,Katherine McNamara,Dove Cameron,Braeden Lemasters,r.l. stine's monsterville: the cabinet of souls,English
Mel Brooks,Comedy Romance,Sid Caesar,Dom DeLuise,Bernadette Peters,silent movie,unknown
Raja Menon,Action Drama History Thriller War,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,airlift,Hindi
unknown,Drama Family,Zack Ward,Jonathan Crombie,Megan Follows,anne of green gables            ,English
Ernie Barbarash,Action Adventure,Michael Jai White,Michael J. Morris,Lateef Crowder,falcon rising,English
Nick Love,Action Crime Drama,Hayley Atwell,Ray Winstone,Alan Ford,the sweeney,English
Jonathan Glazer,Crime Thriller,Ray Winstone,James Fox,Amanda Redman,sexy beast,English
Daniel Espinosa,Action Crime Drama Thriller,Fabian Bolin,Fares Fares,Matias Varela,easy money,Swedish
Niki Caro,Drama Family,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,whale rider,English
R. Balki,Comedy Drama,Vidya Balan,Abhishek Bachchan,Paresh Rawal,paa,Hindi
Ivan Engler,Mystery Sci-Fi Thriller,Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,cargo,German
Joe Wright,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie,pan,English
Kenny Ortega,Comedy Drama Family Music Musical Romance,Lucas Grabeel,Corbin Bleu,Olesya Rulin,high school musical,English
unknown,Crime Drama,Dorian Missick,Daniella Alonso,Ellen Barkin,animal kingdom            ,English
Richard Kwietniowski,Comedy Drama,Jason Priestley,Maury Chaykin,Danny Webb,love and death on long island,English
Timur Bekmambetov,Fantasy Thriller,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,night watch,Russian
Neil Jordan,Crime Drama Romance Thriller,Jim Broadbent,Miranda Richardson,Stephen Rea,the crying game,English
Bob Clark,Comedy,Art Hindle,Susan Clark,Tony Ganios,porky's,English
George A. Romero,Horror,Julian Richings,Shawn Roberts,Kathleen Munroe,survival of the dead,English
George A. Romero,Drama Horror Mystery,Judith O'Dea,Duane Jones,S. William Hinzman,night of the living dead,English
Sofia Coppola,Drama,Scarlett Johansson,Bill Murray,Catherine Lambert,lost in translation,English
Woody Allen,Comedy Romance,Woody Allen,Carol Kane,Shelley Duvall,annie hall,English
Cecil B. DeMille,Drama Family Romance,Gloria Grahame,Dorothy Lamour,Cornel Wilde,the greatest show on earth,English
Ridley Scott,Action Adventure Drama,Christian Bale,María Valverde,Ben Mendelsohn,exodus: gods and kings,English
Marc Forster,Drama Romance,Heath Ledger,Peter Boyle,Marcus Lyle Brown,monster's ball,English
Henry Hobson,Drama Horror,Joely Richardson,J.D. Evermore,David A Cole,maggie,English
Mike Figgis,Drama Romance,Nicolas Cage,Valeria Golino,Julian Sands,leaving las vegas,English
Duane Journey,Comedy Horror,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,hansel & gretel get baked,English
Dan O'Bannon,Comedy Horror Sci-Fi,Linnea Quigley,Clu Gulager,Beverly Randolph,the return of the living dead,English
Billy Wilder,Comedy Drama Romance,Austin Pendleton,Harold Gould,David Wayne,the front page,English
Rob Cohen,Mystery Thriller,Ryan Guzman,Hill Harper,Adam Hicks,the boy next door,English
Carol Reed,Drama Romance,Gina Lollobrigida,Katy Jurado,Sidney James,trapeze,English
unknown,Drama Fantasy,Holly Hunter,Dylan Minnette,Bokeem Woodbine,saving grace            ,English
Lisa Cholodenko,Comedy Drama,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,the kids are all right,English
John Carpenter,Horror Sci-Fi Thriller,Meg Foster,Peter Jason,George 'Buck' Flower,they live,English
John Sturges,Adventure Drama History Thriller War,James Coburn,Donald Pleasence,Gordon Jackson,the great escape,English
William Arntz,Comedy Documentary Drama Fantasy Mystery Sci-Fi,Marlee Matlin,Elaine Hendrix,Armin Shimerman,what the #$*! do we (k)now!?,English
Ed Gass-Donnelly,Drama Horror Thriller,Muse Watson,Spencer Treat Clark,Ashley Bell,the last exorcism part ii,English
Richard Linklater,Drama,Ellar Coltrane,Lorelei Linklater,Libby Villari,boyhood,English
Woody Allen,Comedy Crime Mystery,Scarlett Johansson,Kevin McNally,Geoff Bell,scoop,English
Tim Burton,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,planet of the apes,English
DJ Pooh,Comedy,Angell Conwell,Dr. Dre,DJ Pooh,the wash,English
DJ Pooh,Comedy,Mo'Nique,Mike Epps,Faizon Love,3 strikes,English
Wayne Kramer,Crime Drama Fantasy Romance,Estella Warren,Paul Sorvino,Shawn Hatosy,the cooler,English
John Huston,Drama Romance Western,Montgomery Clift,Kevin McCarthy,Thelma Ritter,the misfits,English
Patrick Stettner,Crime Mystery Thriller,Robin Williams,Joe Morton,Rory Culkin,the night listener,English
James Melkonian,Comedy Crime,Vincent Pastore,William Hickey,Peter Appel,the jerky boys,English
Wes Craven,Horror Mystery Thriller,Frank Grillo,Emily Meade,Zena Grey,my soul to take,English
J.A. Bayona,Drama Mystery Thriller,Geraldine Chaplin,Belén Rueda,Fernando Cayo,the orphanage,Spanish
Michael Tiddes,Comedy Fantasy,Ashley Rickards,Essence Atkins,Gabriel Iglesias,a haunted house 2,English
Roger Avary,Comedy Drama Romance,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,the rules of attraction,English
Alfred Hitchcock,Drama Thriller,Roscoe Lee Browne,John Vernon,Philippe Noiret,topaz,English
Bob Odenkirk,Comedy Crime,Dylan Baker,Chi McBride,Amy Hill,let's go to prison,English
Allison Anders,Comedy Fantasy,Salma Hayek,Alicia Witt,Lili Taylor,four rooms,English
Steven Shainberg,Comedy Drama Romance,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,secretary,English
Rick de Oliveira,Documentary,Laura Ramsey,Alan Taylor,Benjamin Fletcher,the real cancun,English
Oliver Stone,Drama,Michael Wincott,Zach Grenier,Bill Johnson,talk radio,English
Christopher Guest,Comedy,Catherine O'Hara,Fred Willard,Larry Miller,waiting for guffman,English
Jeff Franklin,Comedy,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,love stinks,English
John Dahl,Comedy Crime Romance Thriller,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,you kill me,English
Mike Mills,Comedy Drama,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,thumbsucker,English
Kevin Smith,Action Crime Horror Thriller,Anna Gunn,Michael Angarano,Stephen Root,red state,English
Dave McKean,Adventure Fantasy,Stephanie Leonidas,Gina McKee,Rob Brydon,mirrormask,English
Ron Fricke,Documentary Music,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,samsara,None
Ruggero Deodato,Adventure Fantasy,Michael Berryman,Eva LaRue,Richard Lynch,the barbarians,English
Gavin Wiesen,Drama Romance,Michael Angarano,Blair Underwood,Rita Wilson,the art of getting by,English
